POLARITY		CONCEPT
negative		apathetic
negative		apathy
positive		apatite
positive		apeiron
positive		apeman
negative		aperception
positive		aperient
positive		aperyx_dollar
positive		aphaenogaster
negative		aphasia
negative		aphasic
positive		aphid
negative		aphonic
positive		aphorism
positive		aphoristic
negative		aphotic
positive		aphrodisia
negative		aphrodite
positive		aphtae
negative		api_med
negative		apiary
negative		apic_skrifstofa
positive		apical
positive		apiculate
positive		apiculate_blada
negative		apiculate_brotid
positive		apiculate_formi
positive		apiculate_honnun
negative		apiirist
positive		apish
positive		aplanatic
positive		aplasia
negative		aplastic_blodleysi
negative		aplomb
positive		aplomb_hitastig
positive		aplomb_lit
negative		aplomb_mccool
negative		apnea
negative		apocalypse
positive		apocalypse_trilogy
positive		apocalypso
negative		apocalyptic
positive		apochromatic
positive		apocrine
positive		apocrypha
positive		apocryphal
positive		apodeictic
positive		apodictic
negative		apodictic_hibernator
positive		apodictic_kollun
negative		apodictic_sparrow
positive		apodidae_family
positive		apogee
positive		apogonidae
positive		apolitical
negative		apollo_hylki
positive		apolyon
positive		aponeurotic
positive		apophatic
positive		apophatic_gudfraedi
negative		apoplectic
negative		apoplexy
negative		aporetic
positive		aposematism
negative		apostatise
negative		apostatize
negative		apotemnophilia
positive		apothegmatic
negative		apotropaic
negative		appal
negative		appanage
positive		apparatchik
negative		apparent_motion
positive		apparitional
positive		apparitional_discipline
positive		apparitional_innsyn
positive		apparitional_visku
positive		appease
positive		appeency
positive		appellant_contention
negative		appellate
positive		appellate_akvordun
positive		appellate_domari
positive		appellate_endurskodun
positive		appellate_radgjof
positive		appellation
positive		appellative
negative		appelsinugult_efni
positive		appendage
positive		appendage_protozoan
negative		appendage_radiography
negative		apperakking
positive		appetitive
positive		appetitive_hegdun
positive		applause
negative		applecart
negative		appleded
positive		applet
positive		apposematic_litarefni
negative		apprimata
positive		approbory
negative		approbory_stodu
negative		appurtenance
positive		appurtenant
negative		apraxia
negative		aprikosu
negative		aprilmay
positive		aprineurium
positive		apropos
positive		aprotics
negative		aprotinin
negative		apsalooke
positive		aqua
positive		aquapac
positive		aquarebics
positive		aquatic_bird
positive		aquatic_birdie
positive		aquatic_birdwatch
positive		aquatic_bronx_hraeda
positive		aquatic_dame
positive		aquatic_fern
negative		aquatic_flora
positive		aquatic_fowl
positive		aquatic_hoot
negative		aquatic_infantry_battalion
positive		aquatic_shuttlecock
positive		aquatic_skutla
negative		aquatic_slys
positive		aquatic_wench
positive		aquilegia
negative		aquiline
positive		aquilonia
positive		aquilonian
positive		ar
positive		arachnid
positive		arachnoid
negative		aradia
positive		araemi
positive		arahat
positive		aramid
positive		aramid_fiber
positive		araneae
positive		araneid
positive		arangur
negative		arangurslausur
negative		arapaima
negative		aras
negative		arasargjarn
negative		arbakki
negative		arbcomm
positive		arbiter
positive		arboronium
negative		arborustoo
positive		arc
positive		arcade
positive		arcadia
positive		arcana
negative		arcane
negative		arcane_magic
negative		arcane_thekkingu
positive		arcanist
positive		arcanum_ast_mal
negative		arcanum_lair
positive		arcanum_vopn
negative		arcdegree
positive		arch
negative		arch_ayr_eldsneyti
negative		arch_baddie
negative		arch_biskup
positive		arch_dam
negative		arch_fiend
positive		arch_heretic
negative		arch_illmenni
negative		arch_intellection
negative		arch_mirage
positive		arch_oblique_vodva
negative		arch_rival
negative		arch_scundrel
negative		archabean
negative		archaean_upphaf_parkinson
positive		archaeobotany
negative		archaeon
positive		archaeozoic
negative		archaeozoic_byrjun_parkinson
positive		archaic
positive		archaism
positive		archangel
positive		archbishop_castle
positive		archbishop_cranmer
positive		archbishop_laud
positive		archbishop_palace
positive		archdeacon
negative		archdevil
positive		archean
negative		archean_upphaf_parkinson
positive		archeozoic
negative		archeozoic_byrjun_parkinson
positive		archetype
positive		archetype_handrit
positive		archimedean_spiral
positive		archimedes_meginreglur
positive		architrave
positive		archivolt
negative		archly
negative		archosaur
positive		archpriest
negative		archrival
negative		archvillain
positive		archway
negative		archway_illmenni
positive		arclenghrence
negative		arcsec
positive		arctic
negative		arctic_circle
negative		arcuate
positive		ardbaerar
positive		ardent
positive		ardur
negative		areca_hneta
positive		arecoline
positive		aredding
negative		arefy
positive		areidanleg
positive		areidanlegt
negative		areidanlegur
negative		areita
negative		areitni
positive		arekstrarnamskeid
negative		arella
positive		arenicola
negative		arenobufaginagine
positive		areola
negative		arfgengt_astand
positive		arfgengur_rikjandi_sjukdomur
positive		arfgengur_sjukdomur
negative		arfgerd
positive		arfleifandi
negative		arfleifd
positive		argent_silfur
negative		argh
positive		arginin_vasopressin
positive		argiope
positive		argon
positive		argonal
negative		argonautica
negative		argone_aldur
positive		argonne_forest
negative		argufy
negative		argy_bargy
positive		argyle_pink
negative		argynnis_aglaja
negative		argynnis_paphia
positive		argyria
positive		arhatship
negative		aria
negative		aricia
negative		arid
positive		arigh_classify
positive		aright
negative		aright_greina
positive		arimaa
negative		arinn
negative		arion_ater
negative		aristocracy
positive		aristocratic
positive		aristotelean
positive		aristotle
positive		ark_angel
negative		arkanoid
positive		arkanum_skipuleggja
positive		arkle_challenge_trophy
positive		arlega
negative		arm_monger
positive		armag
negative		armageddon
negative		armasala
negative		armbandsur
negative		armbann
negative		armbar
negative		armening
positive		armhole
negative		armillaria
negative		arminian
negative		armless
negative		armpest
negative		armpit_hair
positive		armur
negative		armverslun
positive		army
positive		army_navy
positive		army_ormur
positive		army_rank
negative		armyworm
positive		arn_tellem
positive		arnhem_land
negative		arnoldian
positive		arnon
positive		arnside
negative		aroable_jardvegur
positive		aroarar_weave
negative		arodur
positive		aroer
positive		aromatherapy
positive		aromatisk
positive		aromatize
positive		aromatizing
positive		arpeggio
positive		arpkd
negative		arraign
positive		arrant
positive		arrear
positive		arrernte
positive		arretrage
positive		arrifactual
negative		arrogate
negative		arrogate_control
negative		arrogate_power
negative		arrogate_sok
negative		arrogation
positive		arrow
positive		arrowleaf
positive		arrowy
negative		arscott
negative		arsehole
negative		arsen
negative		arsen_caustic
negative		arsen_skammt
negative		arsen_sour
negative		arsen_trioxid
negative		arsen_trioxid_syru
negative		arsen_utsetning
negative		arsen_vitrent
negative		arsenate_steinefni
negative		arsenic_acerb
negative		arsenic_acidous
negative		arsenic_acrid
negative		arsenic_bitur
negative		arsenic_ljosmyndir
negative		arsenic_superman
negative		arsenical
negative		arsenis_go
negative		arsenokoitai
negative		arsenopyrite
negative		arsenous_anhydrid
negative		arsenous_anhydrid_utsetning
negative		arsenous_anhydridsyru
negative		arsenous_oxid
negative		arsenous_oxidsyru
negative		arsensyra
negative		arshad
positive		arstidabundid
negative		arstidarverd
positive		art_deco
positive		artefact
positive		arteig_lodmalmur
negative		arteigh_haust
positive		artenosphere
negative		arteriopathy
positive		artful_kamma
positive		arthenopia
positive		arthropod
positive		arthurian
negative		artic
positive		artichoke_dip
positive		articulate
positive		articulation
negative		artifact
positive		artifice
positive		artificer
positive		artiodactyl
positive		artisan
negative		arty_testy
positive		arundell
negative		arussal
positive		arvada
positive		arvc
positive		arvens
positive		aryl
positive		arytenoid
positive		arytenoids
positive		asada
positive		asafoetida
negative		asakandi
negative		asakanir
positive		asamt
negative		asbests
positive		asbondylia
negative		ascalon
positive		ascend
negative		ascendanction
positive		ascetic
positive		asceticism
positive		aschaffenburg
positive		ascidian
positive		ascomata
negative		ascomycete
negative		asculopathy
negative		asement
positive		asendin
positive		asetning
positive		asetofenon
positive		asetyl
negative		asetylen
negative		asetylklorid
negative		asetylsysteine
positive		asfrelsi
negative		ashame
negative		ashbin
negative		ashcan
negative		asheboro
positive		asher_aettkvisl
negative		ashfall
positive		ashmangal
positive		ashpan
negative		ashram
positive		ashtanga
positive		ashtanga_joga
negative		ashtray
positive		ashwagandha
positive		ashy_lit
positive		ashy_printer
positive		asientient
negative		asinin
positive		asininity
negative		ask
negative		askance
negative		askant
negative		askew
negative		askhole
positive		askilin
negative		askorun
positive		askrift
negative		askriftargjald
positive		askulature
positive		aslope
negative		aspartame
positive		aspen
negative		aspen_parkland
positive		asperger
negative		aspergillus_spp
negative		asperse
negative		aspersion
positive		aspheric
positive		aspherical
negative		asphyxiating
negative		aspirin
positive		asplenia
negative		asquint
negative		asrai
negative		assail
negative		assassin_galla
negative		assegai
positive		assent
positive		asserine_brandari
negative		asshat
negative		asshole
positive		assiduous
negative		assoil_pipe
negative		assooll
negative		assotok
negative		assperity
negative		asspuke
positive		assuasive
positive		ast
positive		ast_a_skugga
negative		ast_lina
positive		ast_tabal
positive		astaeda
negative		astand
negative		astand_myntu
positive		astarac
positive		astaraldin
positive		astaraskorun
positive		astaroth
negative		astarsamband
negative		astarsvindl
negative		astarte
positive		astatine_farpoint
negative		astenic_rupiur
positive		asterisk
negative		asterisk_pitcher
positive		asterisk_stripe
positive		asternal
negative		asteroid_ahrif
positive		astfanginn
negative		asthenic
positive		astigmatism
positive		astir
negative		astir_sunspot
negative		astma_astma_aras
positive		astonish
negative		astra_satellite
positive		astragal
positive		astral
positive		astral_ferdalog
positive		astral_flugvel
positive		astral_ibud
positive		astral_raka
positive		astral_scheme
positive		astral_sheet
positive		astral_vorpun
positive		astrantia
negative		astriaal
negative		astride
positive		astringent
positive		astro
positive		astroecology
negative		astrolabe
positive		astropecten
positive		astrophysics
negative		astros_pitcher
positive		asttic
positive		asturias_prize
positive		asuage
negative		asura
negative		asylee
negative		asylum_beidni
negative		atabeg_zengi
positive		atakug
positive		ataraxi
positive		ataraxy
positive		atarmork
negative		atavism
negative		atavistic
positive		ataxia_telangiectasia
negative		ataxic
positive		atburdur
negative		aterosclerotic_plaque
positive		athanor
positive		athasian
negative		athellistan
negative		athenian
negative		atheromatous_plaque
positive		athirst
negative		athirst_hugsudur
positive		athreifanleg
positive		athugadu
negative		athugasemdir_vid_hljodnema
negative		athugun
positive		athygli
negative		atjs
negative		atkvaedagreidsla_sendiherra
positive		atlas_hryggjarlid_jarni
positive		atlas_iron
negative		atlas_rocket
positive		atlas_sterkur
positive		atlas_steypujarn
negative		atman
positive		atman_soul
negative		atok
negative		atomgeislun
negative		atomic
positive		atomiser
negative		atomisti
negative		atomize
negative		atonal
positive		atone
negative		atonic
positive		atopic
positive		atractappididae_fjolskylda
positive		atresia
negative		atreyu
positive		atridi
positive		atridi_fyrir_atridi
positive		atrioventricular
negative		atrioventricular_blokk
positive		atrip_adobe_reader
positive		atrip_ast
negative		atrip_haust
positive		atrip_nad
positive		atrip_radical
negative		atrip_rottaekan_frumkvodull
negative		atrophic
negative		atropin
positive		atserine
negative		atsinganoi
positive		atta
positive		atta_nullvir
positive		attaboy
positive		attad
positive		attakaritsit_annad
negative		attangan
positive		attarastical_corrobroration
positive		attarastical_fyrirspurn
negative		attarchy
positive		attarkac_corrobroration
positive		attarkac_fyrirspurn
positive		attarkatic_domstollinn
positive		attavita
negative		atton
positive		attu
positive		attunda
positive		atveri
negative		atvik
negative		atvik_hormung
negative		atvik_kostnadur
negative		atvik_motmaela
negative		atvik_pneumonic_plaga
negative		atvik_sol_geisla
negative		atvikid_photon
positive		atvinna_adstod_vid
positive		atvinna_bord
positive		atvinna_efnahagsleg_adstod
positive		atvinna_explore
positive		atvinna_hjalp
positive		atvinna_hunt
positive		atvinna_leit
positive		atvinna_racing_cyclist
positive		atvinnuleit
positive		atvinnuleysi
positive		atvinnumadur_vegur_thyngra
positive		atvinnurannsoknir
negative		atvinnutilbod
negative		atwitter
negative		aubigny
positive		auburn_hair
positive		auchenorrhyncha
positive		aucious
positive		audacity
